"Timestamp","Płeć","Wiek","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się świetnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym nastroju.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się rozluźniony i spokojny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się szaro i beznadziejnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w dobrym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem pogodny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się przygnębiony.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest złe.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest dobre.]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Radość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Niepokój]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Strach]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Miłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Gniew]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wesołość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Upokorzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Smutek]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wzburzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Lęk]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Żal ]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Obawa]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Złość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Załamanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Szczęście]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wściekłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Oddanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Zadowolenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Czułość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wstyd]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Poczucie winy]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Przywiązanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Depresja]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Nieszczęście]","Ile godzin średnio przesypiasz w ciągu doby?","Czy masz wyznaczone pory snu?","Jak oceniasz jakość swojego snu?","Ile godzin tygodniowo poświęcasz na sport?","Jaki środek transportu wybierasz najczęściej?","Jak oceniasz swoją kondycję fizyczną?","Ile godzin (średnio) w ciągu dnia korzystasz z urządzeń elektronicznych (komputer, laptop, tablet) pracując lub ucząc się?","Ile godzin dziennie poświęcasz na korzystanie z urządzeń w celach rozrywkowych?","Czy zdarza Ci się mieć poczucie, że za dużo czasu spędzasz korzystając z urządzeń elektronicznych?","Co przeważa w Twojej diecie?","Jaką wagę przywiązujesz do jakości swoich posiłków?","Jak oceniasz regularność swoich posiłków?","Czy masz kogoś, na kim możesz polegać w trudnej sytuacji?","Z iloma osobami utrzymujesz regularny kontakt w celach towarzyskich?","Jakie znaczenie mają dla Ciebie kontakty z innymi ludźmi?"
"2019/11/02 3:46:48 PM GMT+1","kobieta","20","nie zgadzam się","zgadzam się","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","rzadko","bardzo rzadko","zawsze","bardzo rzadko","zawsze","nigdy","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","nigdy","nigdy","zawsze","nigdy","czasami","często","czasami","nigdy","rzadko","rzadko","nigdy","nigdy","8-10","4","4","więcej niż 4","chodzę pieszo","5","mniej niż 3","1 - 2","czasami","warzywa i owoce","jestem tym, co jem!","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/02 3:50:25 PM GMT+1","mężczyzna","26","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","często","rzadko","bardzo rzadko","często","czasami","często","rzadko","rzadko","czasami","rzadko","rzadko","często","często","bardzo rzadko","bardzo często","rzadko","rzadko","bardzo często","często","bardzo rzadko","bardzo rzadko","czasami","nigdy","nigdy","4-6","2","3","1 - 2,5","komunikacja miejska","4","powyżej 8","mniej niż 1","czasami","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","3"
"2019/11/02 3:51:30 PM GMT+1","kobieta","23","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","bardzo często","bardzo rzadko","nigdy","bardzo często","nigdy","często","nigdy","bardzo rzadko","bardzo często","nigdy","nigdy","bardzo rzadko","czasami","nigdy","bardzo często","nigdy","czasami","bardzo często","bardzo często","nigdy","nigdy","bardzo często","nigdy","nigdy","6-8","4","5","mniej niż 1","chodzę pieszo","4","3 - 5","mniej niż 1","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","5"
"2019/11/02 3:53:22 PM GMT+1","mężczyzna","43","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","często","bardzo rzadko","bardzo rzadko","często","rzadko","często","nigdy","bardzo rzadko","bardzo rzadko","bardzo rzadko","rzadko","rzadko","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","rzadko","czasami","rzadko","nigdy","nigdy","rzadko","nigdy","nigdy","4-6","5","4","więcej niż 4","samochód","3","mniej niż 3","mniej niż 1","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","na ogół mam do kogo zwrócić się z problemem","4 - 5","3"
"2019/11/02 4:07:32 PM GMT+1","mężczyzna","21","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","często","rzadko","bardzo rzadko","nigdy","czasami","często","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","rzadko","rzadko","czasami","nigdy","czasami","rzadko","często","czasami","rzadko","rzadko","rzadko","rzadko","bardzo rzadko","bardzo rzadko","6-8","1","2","więcej niż 4","samochód","4","3 - 5","2 - 3","często","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","5 i więcej","5"
"2019/11/02 4:08:46 PM GMT+1","mężczyzna","25","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","czasami","bardzo rzadko","często","bardzo rzadko","często","bardzo rzadko","czasami","bardzo rzadko","bardzo rzadko","rzadko","czasami","bardzo rzadko","nigdy","często","nigdy","bardzo często","często","często","czasami","często","zawsze","nigdy","nigdy","4-6","3","4","1 - 2,5","chodzę pieszo","4","mniej niż 3","mniej niż 1","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","0","5"
"2019/11/02 4:27:59 PM GMT+1","kobieta","19","raczej się nie zgadzam","nie zgadzam się","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","często","rzadko","rzadko","nigdy","nigdy","rzadko","nigdy","nigdy","nigdy","nigdy","nigdy","bardzo rzadko","nigdy","bardzo rzadko","czasami","nigdy","nigdy","rzadko","nigdy","nigdy","nigdy","czasami","nigdy","nigdy","6-8","2","3","mniej niż 1","komunikacja miejska","3","mniej niż 3","1 - 2","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","4"
"2019/11/02 4:36:10 PM GMT+1","mężczyzna","21","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","czasami","bardzo rzadko","nigdy","rzadko","czasami","czasami","nigdy","rzadko","czasami","nigdy","bardzo rzadko","nigdy","czasami","bardzo rzadko","czasami","czasami","czasami","czasami","czasami","bardzo rzadko","bardzo rzadko","rzadko","bardzo rzadko","bardzo rzadko","6-8","2","3","1 - 2,5","komunikacja miejska","3","3 - 5","1 - 2","często","mięso i ciężkostrawne potrawy","jest to dla mnie dość ważne","staram się jeść regularnie","nie mam nikogo takiego","4 - 5","4"
"2019/11/02 4:56:06 PM GMT+1","kobieta","20","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","zgadzam się","zgadzam się","raczej się zgadzam","raczej się zgadzam","raczej się zgadzam","czasami","często","bardzo często","czasami","bardzo często","czasami","często","często","bardzo często","często","bardzo często","bardzo często","bardzo często","zawsze","czasami","często","bardzo często","czasami","rzadko","często","często","bardzo często","bardzo często","bardzo często","mniej niż 4","1","3","mniej niż 1","komunikacja miejska","4","5 - 8","1 - 2","często","żywność mocno przetworzona (mrożonki, gotowe dania)","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","1","4"
"2019/11/02 5:46:12 PM GMT+1","mężczyzna","21","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","zgadzam się","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","czasami","bardzo rzadko","bardzo rzadko","często","czasami","często","często","rzadko","czasami","rzadko","często","czasami","czasami","rzadko","często","często","często","często","często","rzadko","czasami","często","bardzo rzadko","bardzo rzadko","4-6","2","3","2,5 - 4","samochód","4","3 - 5","1 - 2","rzadko","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/02 6:02:05 PM GMT+1","mężczyzna","20","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się zgadzam","często","czasami","czasami","bardzo często","rzadko","często","nigdy","bardzo rzadko","bardzo rzadko","rzadko","bardzo rzadko","rzadko","nigdy","nigdy","czasami","nigdy","rzadko","czasami","rzadko","nigdy","nigdy","rzadko","bardzo rzadko","nigdy","6-8","3","4","1 - 2,5","komunikacja miejska","4","3 - 5","1 - 2","rzadko","mięso i ciężkostrawne potrawy","nie jest to moim priorytetem","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","1","2"
"2019/11/02 6:04:52 PM GMT+1","kobieta","46","zgadzam się","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","nie zgadzam się","czasami","często","czasami","rzadko","czasami","rzadko","rzadko","czasami","czasami","czasami","rzadko","czasami","często","czasami","rzadko","nigdy","bardzo często","rzadko","często","nigdy","rzadko","często","czasami","bardzo rzadko","6-8","4","4","nie uprawiam żadnego sportu","komunikacja miejska","3","mniej niż 3","mniej niż 1","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","na ogół mam do kogo zwrócić się z problemem","0","4"
"2019/11/03 12:46:31 AM GMT+1","kobieta","33","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","czasami","rzadko","często","bardzo rzadko","czasami","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","rzadko","rzadko","nigdy","często","nigdy","zawsze","bardzo często","często","bardzo rzadko","bardzo rzadko","bardzo często","nigdy","nigdy","4-6","1","5","nie uprawiam żadnego sportu","samochód","3","mniej niż 3","1 - 2","rzadko","mam zbilansowaną dietę","nie jest to moim priorytetem","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/03 1:53:11 AM GMT+1","mężczyzna","20","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","rzadko","nigdy","czasami","bardzo rzadko","bardzo często","nigdy","rzadko","bardzo rzadko","nigdy","bardzo rzadko","nigdy","bardzo rzadko","nigdy","rzadko","nigdy","nigdy","bardzo często","bardzo często","nigdy","bardzo rzadko","czasami","nigdy","nigdy","8-10","4","4","więcej niż 4","komunikacja miejska","3","mniej niż 3","mniej niż 1","rzadko","mam zbilansowaną dietę","nie jest to moim priorytetem","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/03 10:58:35 AM GMT+1","mężczyzna","21","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","zgadzam się","zgadzam się","trochę tak, trochę nie","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","6-8","1","4","2,5 - 4","komunikacja miejska","3","3 - 5","2 - 3","czasami","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","5 i więcej","4"
"2019/11/03 12:17:51 PM GMT+1","kobieta","21","nie zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","czasami","czasami","zawsze","czasami","bardzo często","rzadko","rzadko","czasami","bardzo rzadko","bardzo rzadko","rzadko","czasami","nigdy","bardzo często","bardzo rzadko","bardzo często","bardzo często","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","nigdy","nigdy","6-8","3","4","mniej niż 1","komunikacja miejska","3","mniej niż 3","2 - 3","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/03 12:27:45 PM GMT+1","mężczyzna","23","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","bardzo rzadko","nigdy","zawsze","bardzo rzadko","bardzo często","nigdy","bardzo rzadko","rzadko","nigdy","bardzo rzadko","bardzo rzadko","bardzo rzadko","nigdy","bardzo często","nigdy","bardzo często","zawsze","zawsze","bardzo rzadko","bardzo rzadko","zawsze","nigdy","nigdy","6-8","2","4","nie uprawiam żadnego sportu","komunikacja miejska","3","3 - 5","2 - 3","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","3"
"2019/11/03 4:47:44 PM GMT+1","mężczyzna","28","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","często","nigdy","często","bardzo rzadko","często","nigdy","bardzo rzadko","nigdy","rzadko","nigdy","rzadko","nigdy","nigdy","często","nigdy","często","często","czasami","nigdy","nigdy","często","nigdy","nigdy","6-8","4","4","1 - 2,5","samochód","3","mniej niż 3","1 - 2","czasami","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","staram się jeść regularnie","na ogół mam do kogo zwrócić się z problemem","5 i więcej","3"
"2019/11/03 6:09:54 PM GMT+1","kobieta","22","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","zgadzam się","raczej się zgadzam","trochę tak, trochę nie","często","często","czasami","bardzo często","często","bardzo często","czasami","bardzo często","bardzo często","często","bardzo często","zawsze","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","często","często","czasami","bardzo często","bardzo często","bardzo często","bardzo często","6-8","4","4","2,5 - 4","komunikacja miejska","4","mniej niż 3","więcej niż 4","czasami","żywność mocno przetworzona (mrożonki, gotowe dania)","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/03 7:59:09 PM GMT+1","mężczyzna","21","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","czasami","rzadko","bardzo rzadko","bardzo często","nigdy","często","bardzo rzadko","często","nigdy","nigdy","nigdy","rzadko","czasami","czasami","często","bardzo rzadko","często","często","często","rzadko","rzadko","często","nigdy","bardzo rzadko","8-10","4","3","więcej niż 4","chodzę pieszo","3","5 - 8","3 - 4","rzadko","mam zbilansowaną dietę","nie jest to moim priorytetem","staram się jeść regularnie","na ogół mam do kogo zwrócić się z problemem","4 - 5","3"
"2019/11/03 8:22:28 PM GMT+1","mężczyzna","25","nie zgadzam się","zgadzam się","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","często","często","rzadko","często","czasami","często","rzadko","czasami","czasami","czasami","rzadko","czasami","czasami","rzadko","często","rzadko","czasami","często","rzadko","rzadko","czasami","często","rzadko","rzadko","4-6","3","2","mniej niż 1","chodzę pieszo","3","powyżej 8","1 - 2","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/03 8:34:53 PM GMT+1","kobieta","22","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","rzadko","rzadko","bardzo często","bardzo rzadko","bardzo często","czasami","czasami","rzadko","bardzo rzadko","rzadko","bardzo rzadko","bardzo rzadko","nigdy","bardzo często","bardzo rzadko","często","bardzo często","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","bardzo rzadko","bardzo rzadko","6-8","5","5","1 - 2,5","komunikacja miejska","3","mniej niż 3","1 - 2","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/03 9:11:36 PM GMT+1","kobieta","33","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","czasami","często","często","rzadko","czasami","czasami","często","często","czasami","bardzo często","bardzo często","bardzo często","bardzo często","bardzo często","bardzo rzadko","bardzo często","czasami","rzadko","bardzo rzadko","rzadko","bardzo rzadko","bardzo rzadko","bardzo często","często","4-6","4","3","1 - 2,5","komunikacja miejska","3","powyżej 8","1 - 2","często","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","2 - 3","4"
"2019/11/03 10:21:30 PM GMT+1","kobieta","21","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się zgadzam","często","czasami","czasami","rzadko","często","często","czasami","często","czasami","czasami","często","często","czasami","rzadko","czasami","czasami","rzadko","rzadko","rzadko","czasami","rzadko","czasami","czasami","czasami","6-8","3","4","więcej niż 4","komunikacja miejska","4","3 - 5","3 - 4","często","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","2 - 3","4"
"2019/11/04 5:21:28 AM GMT+1","kobieta","23","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","nigdy","bardzo rzadko","zawsze","bardzo rzadko","bardzo często","nigdy","bardzo rzadko","bardzo rzadko","nigdy","nigdy","nigdy","bardzo rzadko","bardzo rzadko","bardzo często","nigdy","czasami","bardzo często","bardzo często","nigdy","bardzo rzadko","bardzo często","nigdy","nigdy","6-8","4","4","2,5 - 4","chodzę pieszo","3","mniej niż 3","2 - 3","często","warzywa i owoce","jest to dla mnie dość ważne","staram się jeść regularnie","na ogół mam do kogo zwrócić się z problemem","5 i więcej","4"
"2019/11/04 10:55:03 AM GMT+1","kobieta","22","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","często","rzadko","nigdy","czasami","rzadko","bardzo często","nigdy","rzadko","rzadko","bardzo rzadko","czasami","rzadko","bardzo rzadko","nigdy","bardzo często","nigdy","nigdy","czasami","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","6-8","4","4","1 - 2,5","chodzę pieszo","3","mniej niż 3","2 - 3","czasami","warzywa i owoce","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","5 i więcej","2"
